"id","name","place_id","address","type","beds","phone","email","website","created_at"
"691","Hôpital général de Casablanca Azhar-Bernoussi",NULL,"Boulevard de l'Armée Royale, 20100 Casablanca","CLINIQUE","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"692","Clinique Assalam","144","Tanger","CLINIQUE","90",NULL,NULL,NULL,"2025-12-14 14:22:20"
"693","Centre Ahmad Bin Zayed Al Nahyan De Traitement des Cancers","144","Route de Tétouan, Tanger","HÔPITAL","100","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"694","Complexe Medico-Social Al Wouroud",NULL,"Complexe Medico-Social Al Wouroud, Casablanca","CLINIQUE","500","0522334455","info@alwouroud.ma","https://www.alwouroud.ma","2025-12-14 14:22:20"
"695","Centre Kinesitherapie Bouafi Amine",NULL,NULL,"CLINIQUE","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"696","Clinique Pasteur",NULL,"BP 215, Avenue Hassan II, 20100 Casablanca","CLINIQUE","150","0522222222","clinique.pasteur@pasteur.ma","https://www.clinique-pasteur.ma","2025-12-14 14:22:20"
"697","Clinique Les Crêtes",NULL,NULL,"HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"698","Clinique Le Marrakech",NULL,"Boulevard Mohammed VI, Marrakech","HÔPITAL","100","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"699","Urgences: Cardiologiques Centre de la Douleur",NULL,NULL,"HÔPITAL","200",NULL,NULL,NULL,"2025-12-14 14:22:20"
"700","Polyclinique Atlas",NULL,"Rue de la Liberté, 30000 Fès","CLINIQUE","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"701","Centre De Dialyse Et Des Maladies Renales SAADA",NULL,"BP 1234, Sidi Moumen, Casablanca","CLINIQUE","50","0522334455","info@cdmr.ma","https://cdmr.ma","2025-12-14 14:22:20"
"702","الكوثر",NULL,"Route de Meknès, Fès","HÔPITAL","1000","0535633131",NULL,NULL,"2025-12-14 14:22:20"
"703","Top Medical",NULL,"Rue de la Liberté, Casablanca","CLINIQUE","200","0522334455","info@topmedical.ma","https://www.topmedical.ma","2025-12-14 14:22:20"
"704","Actilab Matériel Médical",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"705","Red Med",NULL,"Rue de la République, Casablanca","CLINIQUE","500","0522334455","info@redmed.ma","https://www.redmed.ma","2025-12-14 14:22:20"
"706","Polyclinique Cnss Kenitra","196","Route de Sidi Kacem, Kenitra","CLINIQUE","120","0537378738",NULL,NULL,"2025-12-14 14:22:20"
"707","Centre de Sante Ihchahch",NULL,NULL,"HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"708","Cabinet Docteur Amar - Généraliste","197","Rue du marché, Salé سلا","HÔPITAL","20","0537631415","cabinetdocteuramar@gmail.com","https://www.cabinetdocteuramar.ma","2025-12-14 14:22:20"
"709","Clinic Ibn Sina",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"710","Centre De Sante Amsernat",NULL,NULL,"HÔPITAL","200",NULL,NULL,NULL,"2025-12-14 14:22:20"
"711","Clinique Green Town",NULL,"Boulevard de l'Oasis, Green Valley, Casablanca","HÔPITAL","150","0522345678","info@cliniquestown.ma","https://www.cliniquegreentown.ma","2025-12-14 14:22:20"
"712","Hopitale Molay Ali Cherrif errachidia",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"713","hopital d'errahma",NULL,NULL,"HÔPITAL","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"714","koliaa",NULL,NULL,"HÔPITAL","20",NULL,NULL,NULL,"2025-12-14 14:22:20"
"715","Cabinet Medical",NULL,NULL,"HÔPITAL","120","0536364200",NULL,NULL,"2025-12-14 14:22:20"
"716","Hôpital Azzamouri",NULL,"Route de la ville, 40000 Azzamouri","HÔPITAL","250","0543643564","hopital.azzamouri@maroc.mg","https://hopital.azzamouri.ma","2025-12-14 14:22:20"
"717","Clinique Mokhtar Soussi",NULL,"BP 1234, Casablanca","HÔPITAL","150","0522345678","info@cliniquemokhtarsoussi.ma","https://www.cliniquemokhtarsoussi.ma","2025-12-14 14:22:20"
"718","Clinique al-Massira",NULL,"Route de l'aéroport, Agadir 80000","HÔPITAL","180","0528833131",NULL,NULL,"2025-12-14 14:22:20"
"719","Hemodialysis center Ait-Melloul","199","Route de Marrakech, Aït Melloul","HÔPITAL","80","0525472222",NULL,NULL,"2025-12-14 14:22:20"
"720","Centre De sante Saadina","200","Route de Meknès, Saïdia, Province de Nador, Région de Tanger-Tétouan-Al Hoceïma","HÔPITAL","60","0539482121",NULL,NULL,"2025-12-14 14:22:20"
"721","Centre Médical Boujarrah","129","Tétouan","HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"722","Centre de Sante Touila","129","Route de Fnideq, 93000 Tétouan","HÔPITAL","200","0539932222",NULL,NULL,"2025-12-14 14:22:20"
"723","Centres de dépistage précoce du cancer du sein","175","Route de Sidi Chahram, Meknès","CLINIQUE","50","0539323456","cdpc.meknes@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"724","Hospital sidi lahcen","201","Route de Rabat, Témara","HÔPITAL","500","0538959595",NULL,NULL,"2025-12-14 14:22:20"
"725","Kidney Disease Center","175","Boulevard Mohammed VI, Meknès 50000","CLINIQUE","200",NULL,NULL,NULL,"2025-12-14 14:22:20"
"726","Clinique Ismailia",NULL,"Rue Ismailia, Casablanca","CLINIQUE","150","0522334455","clinique.ismailia@gmail.com","https://cliniqueismailia.ma","2025-12-14 14:22:20"
"727","Hopital Italien المستشفى الإيطالي","144","Boulevard Mohammed VI, Tanger","HÔPITAL","750","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"728","Clinique Mersultan",NULL,"Route de Rabat, 22200 Mers Sultan, Rabat","HÔPITAL","180","0537737373",NULL,NULL,"2025-12-14 14:22:20"
"729","Dispensaire de Dakhla",NULL,"Route de l'aéroport, Dakhla","HÔPITAL","20","0628111111","dakhla.dispensaire@minss.gov.ma",NULL,"2025-12-14 14:22:20"
"730","Hôpital Mohamed V","150","Route de Targuist, 32000 Al Hoceima","HÔPITAL","300","0539883333",NULL,NULL,"2025-12-14 14:22:20"
"731","Centre de santé Tafersit",NULL,NULL,"HÔPITAL","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"732","Hopital Des Spécialités / HCU Ibn Sina",NULL,"Boulevard Ibn Sina, Casablanca","HÔPITAL","500","0522434343","hcu.ibn.sina@hopital.gov.ma","https://www.hopital.gov.ma/hcu-ibn-sina","2025-12-14 14:22:20"
"733","Croissant Rouge","144","Tanger","HÔPITAL","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"734","Dispensaire Sidi Ghiate",NULL,NULL,"HÔPITAL","20",NULL,NULL,NULL,"2025-12-14 14:22:20"
"735","Centre Hospitalier Provincial Sidi Ifni","202","Route de la Plage, Sidi Ifni","HÔPITAL","200","0528831313",NULL,NULL,"2025-12-14 14:22:20"
"736","Hôpital de Taznakht",NULL,"Route de Marrakech, Taznakht, Province de Ouarzazate","HÔPITAL","150","0524482311",NULL,NULL,"2025-12-14 14:22:20"
"737","Hopital Ibn Alkhatib",NULL,"Boulevard Mohammed V, Fès","HÔPITAL","500","0535633131","hopital.ibnalkhatib@fes.ma","https://www.hopitalibnalkhatib.ma","2025-12-14 14:22:20"
"738","Clinique croissant Rouge","129","Rue de la Liberté, Tétouan","HÔPITAL","150",NULL,"croissantrouge@tétouan.ma","https://cliniquecroissantrouge.ma","2025-12-14 14:22:20"
"739","Hôpital de Kaf El Ghar",NULL,"Route de Marrakech, 40000 Marrakech","HÔPITAL","500","0524372424",NULL,NULL,"2025-12-14 14:22:20"
"740","مستشفى الغساني",NULL,"الدار البيضاء, فاس, المغرب","HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"741","Hopital de Talmest",NULL,"Route de Talmest, 23000 Talmest","HÔPITAL","250","0523345678","hopital.talmest@maroc.hesab.com","https://hopital-talmest.ma","2025-12-14 14:22:20"
"742","Hôpital Mechra Bel Ksiri",NULL,"Route de Meknès, 20000 Meknès","HÔPITAL","400","0553833131",NULL,NULL,"2025-12-14 14:22:20"
"743","Hospital Masa",NULL,"Rue de la Liberté, Casablanca","HÔPITAL","500","0522334455","info@hospitalmasa.ma","https://www.hospitalmasa.ma","2025-12-14 14:22:20"
"744","Clinique Toubkal",NULL,"Talâa Sghir, Marrakech 40000","HÔPITAL","80","0524373333",NULL,NULL,"2025-12-14 14:22:20"
"745","Hôpital Mly abdellah",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","500","0524373131","hpmlyabdellah@gmail.com","https://www.hpmlyabdellah.ma","2025-12-14 14:22:20"
"746","ATLANTIC CLINIC CASABLANCA",NULL,"Boulevard de la Corniche, Casablanca","HÔPITAL","100","0522989898","info@atlanticclinic.ma","https://www.atlanticclinic.ma/","2025-12-14 14:22:20"
"747","Hopital Militaire Avicenne",NULL,"Boulevard Moulay Youssef, 10170 Rabat","HÔPITAL","500","0537733131",NULL,NULL,"2025-12-14 14:22:20"
"748","Hôpital El Antaki مستشفى الأنطاكي",NULL,"Rue El Antaki, Casablanca","HÔPITAL","500","0522222222","info@hospitalelantaki.ma","https://www.hospitalelantaki.ma","2025-12-14 14:22:20"
"749","المستشفى العسكري",NULL,"الرباط","HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"750","Hôpital Militaire Moulay Ismail",NULL,"Route de Meknès, 50000 Meknès","HÔPITAL","500","0553833131",NULL,NULL,"2025-12-14 14:22:20"
"751","Dispensaire","203","Ait Ouqabli","HÔPITAL","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"752","hopital haut Atlas central",NULL,NULL,"HÔPITAL","600","0523458676",NULL,NULL,"2025-12-14 14:22:20"
"753","مستشفى حمان الفطواكي ايت عزة","204","Route de Targuist, Aït Ahel, Targuist, Province de Targuist, Région Tanger-Tétouan-Al Hoceïma","HÔPITAL","150","0539882211",NULL,NULL,"2025-12-14 14:22:20"
"754","Hôpital Fath El Kheir",NULL,"Route de Rabat, 14000 Temara","HÔPITAL","500","0537732323","fathelkheir@temara.ma","https://www.hopital-fath-el-kheir.ma","2025-12-14 14:22:20"
"755","Clinique Moulouya",NULL,"Route de Rabat, 24000 Kenitra","HÔPITAL","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"756","Clinique Tilila",NULL,"Route de l'usine, 20000 Casablanca","HÔPITAL","150","0522334455","cliniquetilila@gmail.com","https://cliniquetilila.ma","2025-12-14 14:22:20"
"757","Clinique Taha مصحة طه",NULL,NULL,"HÔPITAL","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"758","Hopital Moulay Abdallah",NULL,"Boulevard Moulay Abdallah, 20000 Rabat","HÔPITAL","1000","0537632163",NULL,NULL,"2025-12-14 14:22:20"
"759","مستشفي العياشي",NULL,"الدار البيضاء, 10000","HÔPITAL","200","0522374444","info@hospitalelaiachi.ma","https://hospitalelaiachi.ma/","2025-12-14 14:22:20"
"760","مستودع الأموات",NULL,"الدار البيضاء","HÔPITAL","500","0522233456","moustad_el_amwat@hopitaux.ma","https://www.hopitaux.ma/moustad_el_amwat","2025-12-14 14:22:20"
"761","مستوصف ميمونة",NULL,"Route de Tanger, Mimarine, Casablanca","HÔPITAL","50","0522282828",NULL,NULL,"2025-12-14 14:22:20"
"762","Hopital hassan1 tiznit",NULL,NULL,"HÔPITAL","450",NULL,NULL,NULL,"2025-12-14 14:22:20"
"763","Hôpital Ahdav مستوصف أحداف",NULL,"BP 1234, Rabat","HÔPITAL","250","0537631415","info@hadav.ma","https://www.hadav.ma","2025-12-14 14:22:20"
"764","Hôpital régional المستشفى الإقليمي",NULL,"Route de la ville, 12345, طاطا, Province de Tiznit","HÔPITAL","500","0528123456","horegionale@tiznit.ma","https://www.horegionale.tiznit.ma","2025-12-14 14:22:20"
"765","Centre de santé adarissa المركز الصحي الادارسة",NULL,"Route de la plage, Adarissa","HÔPITAL","150","0525832314","info@centre-sante-adarissa.ma","https://centre-sante-adarissa.ma","2025-12-14 14:22:20"
"766","Dispensaire Ait Tamlil",NULL,"Route de Tafraout, Aït Tamlil, Province de Taroudant","HÔPITAL","20","0528832434",NULL,NULL,"2025-12-14 14:22:20"
"767","hôpital Sidi Said مستشفى سيدي سعيد",NULL,"Route de Sidi Said, 40000 Sidi Said","HÔPITAL","500","0528833333","info@hopital-sidisaid.ma","https://www.hopital-sidisaid.ma","2025-12-14 14:22:20"
"768","مستشفى اهل الغلام الأزهر",NULL,"الدار البيضاء","HÔPITAL","500","0522233456","mohamed@gmail.com","https://mohamed.com","2025-12-14 14:22:20"
"769","Hôpital Psychatrie Kenitra",NULL,"Boulevard Mohammed VI, Kenitra","HÔPITAL","200","0539831234","hospitalkenitra@minss.gov.ma","https://www.minss.gov.ma/hospitalkenitra","2025-12-14 14:22:20"
"770","Centre de santé - Takadoum",NULL,NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"771","مستشفى سيدي بنور",NULL,"Route de l'aéroport, 40000 Sidi Bennour, Marrakech-Safi","HÔPITAL","600","0523369840",NULL,NULL,"2025-12-14 14:22:20"
"772","Centre de Santé Urbain ""Oulad Hmaid""","207","Ksar el Kebir","HÔPITAL","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"773","Hopital Provincial de Ksar El Kébir","207","Route de la Plage, Ksar El Kébir","HÔPITAL","250","0537841111",NULL,NULL,"2025-12-14 14:22:20"
"774","Clinique Al Houda مصحة الهدى",NULL,"Route de Rabat, 10000 Casablanca","HÔPITAL","100","0522211111",NULL,NULL,"2025-12-14 14:22:20"
"775","dispenssaire ain zliten",NULL,"Boulevard Mohammed V, Ain Zleten, Fès","HÔPITAL","20",NULL,NULL,NULL,"2025-12-14 14:22:20"
"776","croissant rouge el batha الهلال الاحمر",NULL,"Batha, Fès Médina, Fès","HÔPITAL","100",NULL,NULL,NULL,"2025-12-14 14:22:20"
"777","docteur Générale",NULL,"Batha, Fès","HÔPITAL","500","0535633131",NULL,NULL,"2025-12-14 14:22:20"
"778","مركز الانكولوجيا للاسلمى باكدير",NULL,"Route de l'Université, B.P. 4014, Fès","HÔPITAL","1000",NULL,NULL,"https://www.cnr.ac.ma","2025-12-14 14:22:20"
"779","Hôpital AL mansour",NULL,"BP 1234, Avenue Hassan II, Casablanca","HÔPITAL","500","0522345678","info@almansourhospital.ma","https://www.almansourhospital.ma","2025-12-14 14:22:20"
"780","Hopital provincial",NULL,NULL,"HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"781","Centre De Sante Martil","210","Route de Tanger, 83000 Martil, Tanger-Tétouan-Al Hoceïma","HÔPITAL","150","0539512626",NULL,NULL,"2025-12-14 14:22:20"
"782","Hopital de Proximite - Tiflet",NULL,"Route de Tiflet, Tiflet","HÔPITAL","200","0527232323","hopital.tiflet@minss.gov.ma","https://www.minss.gov.ma/hopital-de-proximite-tiflet","2025-12-14 14:22:20"
"783","Centre de dialyse Guich Oudaya","201","Témara, Route de Rabat, Guich Oudaya, 14200 Témara","HÔPITAL","40","0539934343",NULL,NULL,"2025-12-14 14:22:20"
"784","Pharmacie Achorouk صيدلية الشروق",NULL,"Boulevard Mohammed VI, Beni Mellal","HÔPITAL","50","0525832345","pharmacie.achorouk@gmail.com","https://www.pharmacie-achorouk.ma","2025-12-14 14:22:20"
"785","Hôpital Ouled Said Le Oued مستشفى أولاد سعيد الوادي ⴰⵙⴳⵏⴰⴼ ⵏ ⵡⵍⴰⴷ ⵙⵄⵉⴷ ⵍⵡⴰⴷ",NULL,"Route de Ouled Said, 24000 Oued Zem","HÔPITAL","250","0525535555",NULL,NULL,"2025-12-14 14:22:20"
"786","Clinic El Menzah","175","Boulevard Mohammed VI, Meknès 50000","HÔPITAL","150",NULL,"info@clinicelmenzah.ma","https://clinicelmenzah.ma","2025-12-14 14:22:20"
"787","Polyclinique Kendouci مصحة القندسي",NULL,"Rue du Docteur Abderrahmane Kendouci, Casablanca","CLINIQUE","150","0522444444","polycliniquekendouci@gmail.com","https://www.polycliniquekendouci.ma","2025-12-14 14:22:20"
"788","CHU de Tanger-Tétouan-Al Hoceima","144","Route de la Zitoune, 90000 Tanger","HÔPITAL","1000","0539933131",NULL,"https://chutanger.ma","2025-12-14 14:22:20"
"789","Hopital Ibn Khaldoun",NULL,"Boulevard Mohammed VI, 10000 Tétouan","HÔPITAL","500","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"790","Clinique Jerrada Oasis",NULL,NULL,"CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"791","Ibn Rochd إبن رشد",NULL,"Rue Ibn Rochd, Casablanca","CLINIQUE","1000","0522282828",NULL,"https://www.ibrh.ma","2025-12-14 14:22:20"
"792","Clinique Val Fleuri","144","Tanger","CLINIQUE","90",NULL,NULL,NULL,"2025-12-14 14:22:20"
"793","Clinique des Specialites Ryad",NULL,"2 RUE BENZAKOUR ATLAS FES","CLINIQUE","100","0535656565",NULL,NULL,"2025-12-14 14:22:20"
"794","المعهد الوطني للانكولوجيا",NULL,"الرباط","HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"795","Hassan II Hospital","213","Route de Casablanca, 26000 Settat","HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"796","المصحة الدولية رياض النخيل",NULL,"Route de Rabat, 10000 Rabat","CLINIQUE","500","0537757575",NULL,NULL,"2025-12-14 14:22:20"
"797","Hopital El qorb","214","Rue El Qorb, Ben Ahmed","HÔPITAL","200","0612345678","info@elqorb.ma","https://elqorb.ma","2025-12-14 14:22:20"
"798","Clinique Al Matar",NULL,"Boulevard Mohammed VI, 20100 Casablanca","HÔPITAL","150","0522334455","info@cliniquealmatar.ma","https://www.cliniquealmatar.ma","2025-12-14 14:22:20"
"799","Moulay Hassan",NULL,"Boulevard Mohammed VI, 40000 Marrakech","HÔPITAL","1000","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"800","Hôpital Okba Ibnou Nafiâ",NULL,"Route de Tébessa, 31000, Ghardaïa","HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"801","Clinique 16 Novembre",NULL,"Boulevard Mohammed V, 10000 Rabat","CLINIQUE","80",NULL,NULL,"https://clinique-oncologie.ma/","2025-12-14 14:22:20"
"802","Centre De Sante Bouknadel",NULL,"Route de Rabat, 11200 Bouknadel","HÔPITAL","200","0524831111",NULL,NULL,"2025-12-14 14:22:20"
"803","Hôpital Bouafi",NULL,NULL,"HÔPITAL","450",NULL,NULL,NULL,"2025-12-14 14:22:20"
"804","Hôpital Militaire Guelmim",NULL,"Route de la plage, Guelmim","HÔPITAL","500","0528833333",NULL,NULL,"2025-12-14 14:22:20"
"805","International Clinic of Tangier","144","Boulevard Mohammed VI, Tanger","HÔPITAL","50","0539333333","info@icltanger.com","https://www.icltanger.com","2025-12-14 14:22:20"
"806","Hospital El Kelâa 2",NULL,"Boulevard El Kelaa, 40000 El Kelaa des Sraghna, Marrakech-Safi","HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"807","المركز الاستشفائي الجهوي كلميم",NULL,"Route de la plage, Kelaat M'Gouna, Kelaat M'Gouna, Province de Kelaat M'Gouna, Région de Souss-Massa","HÔPITAL","300","0528832334",NULL,NULL,"2025-12-14 14:22:20"
"808","Nouveau Hôpital de Guelmim",NULL,"Route de la ville, Guelmim","HÔPITAL","500","0528833456","nouveau.hopital.guelmim@minsa.gov.ma","https://www.minsa.gov.ma/hopitaux/nouveau-hopital-de-guelmim","2025-12-14 14:22:20"
"809","مستوصف زاوية المجدوب",NULL,"الدار البيضاء, مقاطعة الدار البيضاء, مراكش-أسفي","HÔPITAL","40","0522334455",NULL,NULL,"2025-12-14 14:22:20"
"810","Dispensary Tassoumaât",NULL,NULL,"HÔPITAL","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"811","مستشفى إيموزار مرموشة - Imouzzer Marmoucha Hospital","215","Route de Tacheddirt, Imouzzer Marmoucha","HÔPITAL","100","0524980000",NULL,NULL,"2025-12-14 14:22:20"
"812","dispensaire مستوصف",NULL,NULL,"HÔPITAL","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"813","Sidi Yahia",NULL,"Boulevard Sidi Yahia, Casablanca","CLINIQUE","500","0522334455","sidiyahia.hopital@gmail.com","https://sidiyahia.hopital.ma","2025-12-14 14:22:20"
"814","Ibn Badiss",NULL,"Route de l'aéroport, 40000 Tanger","CLINIQUE","500","0539933131","ibnbadiss@hopital.ma","https://www.hopital-ibnbadiss.ma","2025-12-14 14:22:20"
"815","Santacruz Surf Hostel","216",NULL,"HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"816","Hospital Ben Karrich","217","Route de Meknès, Bni Karrich, Meknès","HÔPITAL","150",NULL,"hospital.benkarrich@hopitaux.ma","https://www.hopitaux.ma/hospital-ben-karrich","2025-12-14 14:22:20"
"817","Hôpital wlad bennasser",NULL,"Route de Meknès, 24000 Khouribga","HÔPITAL","300",NULL,NULL,NULL,"2025-12-14 14:22:20"
"818","Centre régional d'Oncologie","131","Route de la Zitoune, 60000 Oujda","HÔPITAL","100",NULL,"cro.oujda@minss.gov.ma","https://www.minss.gov.ma/fr/centre-regional-d-oncologie-de-oujda","2025-12-14 14:22:20"
"819","centre d'hémodialyse association",NULL,NULL,"CLINIQUE","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"820","Hopital de Proximité",NULL,NULL,"HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"821","host",NULL,NULL,"HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"822","Hôpital Militaire",NULL,"BP 4015, Casablanca","HÔPITAL","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"823","centre de santé Belfaa",NULL,NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"824","Centre de santé urbain niveau 1 Regraga المركز الصحي الحضري -مستوى أول- رݣراݣة",NULL,"Route de Rabat, Regraga","CLINIQUE","150","0524345678","csu.regraga@minss.gov.ma","https://www.minss.gov.ma/fr/centre-de-sante-urbain-niveau-1-regraga","2025-12-14 14:22:20"
"825","Hopital Provincial Mohammed V",NULL,"Boulevard Mohammed V, 40000 Marrakech","HÔPITAL","500",NULL,"hopital.provincial.mohammedv@msssi.gov.ma","https://www.hopitalmohammedv.ma","2025-12-14 14:22:20"
"826","Centre de Sante Ain Harrouda",NULL,NULL,"HÔPITAL","450",NULL,NULL,NULL,"2025-12-14 14:22:20"
"827","Clinique Lemsalah",NULL,"Rue Lemsalah, Casablanca","HÔPITAL","150","0522334455","info@lemsalah.ma","https://www.cliniquelemsalah.ma","2025-12-14 14:22:20"
"828","AKDITAL : Hôpital Privé de Tanger","144","Route de la Ziaten, Tanger","HÔPITAL","150","0539333333","info@akdital.ma","https://www.akdital.ma","2025-12-14 14:22:20"
"829","Hôpital Sidi El Mekki مستشفى سيدي المكي",NULL,"Route de Sidi El Mekki, 40000 Sidi El Mekki","HÔPITAL","250","0535833456","hospitelmekki@hopitaux.gov.ma","https://www.hopital-sidielmekki.ma","2025-12-14 14:22:20"
"830","Hôpital Moulay Youssef مستشفى مولاي يوسف","155","Boulevard Moulay Youssef, Casablanca","HÔPITAL","500","0522222222","moulayyoussef.hospital@casablanca.ma","https://www.hopitalmoulayyoussef.ma","2025-12-14 14:22:20"
"831","Hôpital Mohammed V مستشفى محمد الخامس",NULL,"Boulevard de la Corniche, 20250 Casablanca","HÔPITAL","1000","0522474747",NULL,"https://hopitalmohammedv.ma/","2025-12-14 14:22:20"
"832","Institut Pasteur معهد باستور",NULL,"BP 17, Route d'El Jadida, Casablanca","HÔPITAL","120","0522227000",NULL,"https://www.pasteur.ma/","2025-12-14 14:22:20"
"833","CENTRE DE SANTE","170","Route de Drarga, Drarga","HÔPITAL","150","0611223344","centredesante.drarga@hopitaux-marocains.ma","https://www.centredesante.drarga.ma","2025-12-14 14:22:20"
